userId,movieId,rating
101372,58559,0.5
101372,6377,2.0
101372,6979,2.0
101372,733,2.0
101372,8368,3.0
101372,8529,2.0
101372,94780,3.0
101376,3897,3.0
101376,5364,4.0
101377,1270,5.0
101377,1429,5.0
101377,1466,5.0
101377,2186,5.0
101377,235,5.0
101377,30812,3.5
101377,3504,4.0
101377,3968,2.0
101377,5349,4.0
101377,590,3.5
101377,750,5.0
101377,912,5.0
101402,377,3.0
101402,539,3.0
101402,608,5.0
101412,1036,5.0
101412,111,3.5
101412,1220,5.0
101412,1233,4.0
101412,1270,3.5
101412,1304,3.0
101412,1466,4.0
101412,1556,3.5
101412,1625,4.0
101412,1950,2.0
101412,2136,3.5
101412,2167,1.5
101412,2231,4.0
101412,2355,3.5
101412,2412,2.0
101412,2421,1.0
101412,2516,0.5
101412,2803,3.5
101412,2916,4.0
101412,33493,4.5
101412,3484,3.5
101412,3504,3.0
101412,3689,3.5
101412,4616,4.0
101412,4899,3.0
101412,5349,3.5
101412,5556,2.5
101412,602,3.5
101412,6187,5.0
101412,6377,4.5
101412,6797,3.5
101412,6951,3.0
101412,6979,5.0
101412,7293,4.0
101412,733,4.5
101412,7348,3.5
101412,737,1.5
101412,8529,3.5
101412,912,2.5
10145,101362,3.5
10145,104243,5.0
10145,106696,1.0
10145,112623,3.5
10145,1127,4.5
10145,113862,4.0
10145,1265,4.0
10145,1270,4.0
10145,1304,4.5
10145,135143,4.0
10145,1385,3.0
10145,1517,4.0
10145,1552,3.5
10145,1625,4.0
10145,164200,3.0
10145,165,4.0
10145,176101,2.0
10145,2572,4.0
10145,2916,4.0
10145,3301,3.5
10145,33166,3.5
10145,33493,1.5
10145,34336,3.5
10145,35836,5.0
10145,36535,3.5
10145,3698,3.5
10145,3703,3.5
10145,37386,3.5
10145,3863,4.0
10145,3968,2.5
10145,4270,2.5
10145,4387,3.5
10145,46530,2.0
10145,4701,3.0
10145,4899,1.5
10145,49272,4.0
10145,50804,1.5
10145,50872,3.0
10145,53123,4.5
10145,53125,2.0
10145,5349,2.5
10145,5364,3.0
10145,539,4.5
10145,5478,1.5
10145,55280,3.5
10145,5617,3.5
10145,56174,5.0
10145,56949,3.0
10145,58559,5.0
10145,590,5.0
10145,59615,3.5
10145,6016,2.0
10145,6197,3.5
10145,62434,2.5
10145,6617,5.0
10145,66171,4.0
10145,68135,4.0
10145,6879,3.5
10145,68954,4.0
10145,71530,3.5
10145,72380,4.0
10145,7254,4.0
10145,72731,3.5
10145,73268,3.5
10145,733,4.0
10145,7348,3.0
10145,82202,3.0
10145,8368,2.5
10145,84601,4.0
10145,8529,3.0
10145,8636,2.5
10145,8836,4.5
10145,8948,2.0
10145,94780,3.5
10145,95207,3.5
10145,96588,3.0
10145,98124,4.5
101483,1036,1.0
101483,316,2.0
101483,590,2.0
101483,7386,4.0
101498,1920,3.0
101498,2085,4.0
101498,3253,5.0
101498,543,3.0
10150,252,3.0
10150,300,4.0
10150,316,4.0
10150,377,5.0
10150,539,4.0
10150,736,5.0
10152,1265,4.5
10152,1917,3.0
10152,45517,4.0
10152,47099,4.5
10152,58103,3.5
10152,6377,4.0
10152,7318,4.0
10152,8368,4.0
10152,8636,4.0
10152,912,4.5
101524,2701,2.0
101524,62434,3.0
101524,68157,3.5
101525,105,3.0
101525,21,4.0
101525,590,3.0
101530,1719,4.0
101530,2572,4.0
101530,33154,4.5
101530,3897,4.0
101530,45517,4.5
101530,50872,4.0
101530,5617,4.5
101530,7023,4.0
101535,1127,5.0
101535,1917,4.0
101535,3032,4.0
101535,4443,4.0
101535,5248,2.0
101535,750,5.0
101535,908,5.0
101535,912,5.0
101561,111,5.0
101561,165,4.0
101561,590,3.0
101562,105,2.5
101562,1096,4.0
101562,111,5.0
101562,1127,3.5
101562,1186,4.5
101562,1201,3.5
101562,1204,4.5
101562,1270,4.0
101562,1552,3.0
101562,1729,4.0
101562,1953,4.0
101562,2021,2.5
101562,2289,4.0
101562,235,3.5
101562,2355,3.0
101562,2701,2.5
101562,3174,3.0
101562,33166,4.0
101562,33493,4.5
101562,3489,3.0
101562,3893,3.5
101562,3897,3.5
101562,39292,4.0
101562,4270,1.5
101562,45447,3.0
101562,49272,3.0
101562,5349,3.0
101562,5418,3.0
101562,6016,4.5
101562,608,3.5
101562,6289,3.5
101562,6377,4.0
101562,6953,4.0
101562,8636,2.0
101562,912,4.0
101577,1036,4.0
101577,1127,3.0
101577,1201,4.0
101577,165,3.0
101577,18,5.0
101577,481,4.0
101577,608,5.0
101577,733,3.0
101577,736,3.0
101577,737,2.0
101578,1036,4.0
101578,105,1.0
101578,1060,4.0
101578,1066,4.0
101578,1077,5.0
101578,111,5.0
101578,1127,2.0
101578,1186,2.0
101578,1207,4.0
101578,1233,3.0
101578,1265,3.5
101578,1270,2.0
101578,1273,4.5
101578,1276,4.0
101578,1283,4.0
101578,1429,4.0
101578,1458,4.0
101578,1466,3.5
101578,1517,3.0
101578,1613,1.5
101578,1619,2.0
101578,1687,2.0
101578,1729,3.5
101578,1806,4.0
101578,1836,3.0
101578,1882,3.0
101578,1950,3.0
101578,2021,1.5
101578,204,2.5
101578,2046,3.0
101578,2076,4.0
101578,21,4.0
101578,2231,3.0
101578,2289,4.0
101578,2331,3.0
101578,2412,1.0
101578,2421,1.0
101578,2496,3.0
101578,252,2.0
101578,25773,3.0
101578,2611,4.0
101578,26375,2.5
101578,2701,1.0
101578,2727,4.0
101578,2788,3.0
101578,2803,1.5
101578,2916,1.0
101578,2953,1.0
101578,2972,5.0
101578,3011,4.0
101578,3022,3.5
101578,30812,4.5
101578,3093,4.0
101578,3120,1.0
101578,316,2.0
101578,3181,3.5
101578,3189,3.0
101578,32298,2.5
101578,32943,4.5
101578,3307,4.0
101578,33166,3.0
101578,33493,0.5
101578,34336,0.5
101578,3556,1.0
101578,35836,4.5
101578,3596,2.0
101578,3698,2.0
101578,3706,2.0
101578,377,3.0
101578,3841,2.0
101578,3893,3.0
101578,3897,3.0
101578,39292,4.0
101578,3953,3.0
101578,4017,4.0
101578,4178,4.0
101578,4184,3.5
101578,4268,2.0
101578,4270,2.0
101578,4279,3.0
101578,4300,4.0
101578,4353,3.0
101578,4387,3.0
101578,43871,0.5
101578,4496,3.0
101578,45517,1.5
101578,4588,1.0
101578,47099,2.0
101578,4795,2.0
101578,4899,1.0
101578,49272,2.5
101578,4972,0.5
101578,50872,3.5
101578,51063,3.0
101578,5151,1.0
101578,53318,3.0
101578,536,3.0
101578,539,2.0
101578,5418,2.0
101578,54513,3.0
101578,5485,1.5
101578,55241,2.0
101578,55280,1.5
101578,55290,3.5
101578,5530,3.0
101578,5568,3.5
101578,5784,1.0
101578,6006,0.5
101578,6016,5.0
101578,60516,1.0
101578,6356,3.5
101578,6617,3.5
101578,6862,2.0
101578,6879,1.5
101578,6942,2.5
101578,7023,4.0
101578,7051,2.5
101578,733,1.0
101578,736,2.0
101578,8183,2.5
101578,84392,1.5
101578,8636,1.0
101578,880,3.0
101578,8998,0.5
101578,97923,2.0
101587,165,3.0
101587,235,4.0
101587,539,5.0
101588,104243,5.0
101588,122924,5.0
101588,1270,5.0
101588,3785,3.0
101588,50872,5.0
101588,56174,4.5
101588,60069,5.0
101588,68954,5.0
101588,8368,5.0
101588,84944,5.0
101593,1036,4.0
101593,105,4.0
101593,1201,4.0
101593,1270,4.5
101593,1283,4.0
101593,1625,3.5
101593,2021,4.0
101593,2496,3.5
101593,2916,3.5
101593,3698,3.5
101593,4701,3.5
101593,48783,4.0
101593,52328,3.5
101593,5349,3.5
101593,5418,4.0
101593,56174,4.5
101593,59315,3.5
101593,6016,4.0
101593,68157,4.0
101593,736,3.5
101600,1060,5.0
101600,1127,2.0
101600,1466,3.0
101600,1719,4.0
101600,2140,1.0
101600,2289,5.0
101600,2402,3.0
101600,2572,3.0
101600,2953,1.0
101600,3253,4.0
101600,3698,2.0
101600,3802,2.0
101600,3897,5.0
101600,4434,5.0
101600,456,5.0
101600,5568,4.0
101600,5638,5.0
101605,1036,5.0
101605,1265,5.0
101605,1625,4.0
101605,2953,5.0
101605,30812,5.0
101605,5349,3.5
101605,58559,3.5
101605,60069,5.0
101605,6377,4.0
101605,7254,4.0
101605,8529,5.0
101607,1270,4.0
101607,2572,3.0
101607,48783,3.5
101607,50872,4.5
101607,58559,4.5
101607,60069,4.0
101613,1270,4.5
101613,50872,3.5
101613,5418,5.0
101613,59315,4.5
101613,60069,3.5
101613,68157,4.0
101613,7254,4.5
101613,79132,4.5
101613,8368,4.0
101618,1036,2.0
101618,1127,3.5
101618,1207,4.0
101618,1220,4.0
101618,1265,3.5
101618,1276,3.5
101618,1587,1.0
101618,1729,3.5
101618,2064,4.0
101618,235,3.5
101618,2366,0.5
101618,2723,4.5
101618,2916,0.5
101618,3698,0.5
101618,3897,2.0
101618,39292,2.5
101618,5349,3.0
101618,6016,4.5
101618,608,4.5
101618,6377,3.5
101618,733,2.5
101618,750,3.5
101618,8529,3.5
101618,8636,2.5
101618,912,5.0
101625,72731,5.0
101625,96588,4.0
101633,2421,3.0
101633,58559,3.5
101635,33166,4.0
101635,49272,4.0
101635,4951,0.5
101635,55280,2.0
101635,6942,2.5
101635,8636,1.0
101645,1270,4.0
101645,2572,4.5
101645,30812,4.5
101645,316,4.5
101645,3489,4.5
101645,45447,4.5
101645,50872,4.5
101645,5418,4.5
101646,111,3.0
101646,165,3.0
101653,111,5.0
101653,590,3.0
101653,608,5.0
101653,736,3.0
101684,1036,4.5
101684,106696,3.0
101684,115664,3.5
101684,166534,3.5
101684,177593,4.5
101684,2355,3.0
101684,2916,4.5
101684,316,3.0
101684,33493,2.5
101684,5418,4.0
101684,56174,1.5
101684,59315,3.0
101684,60069,4.0
101684,6377,3.0
101684,68157,4.0
101684,68954,4.0
101684,7254,3.0
101684,79132,3.5
101684,8636,2.5
101686,1036,3.0
101686,111,5.0
101686,1270,4.0
101686,750,5.0
101686,908,5.0
101686,912,5.0
101722,1220,3.0
101722,2916,5.0
101722,3897,3.0
101722,733,3.0
101750,105,4.5
101750,6377,3.5
101756,1614,3.0
101756,1806,3.0
101756,2496,2.0
101756,910,4.0
101757,58559,4.0
101757,59615,4.0
101757,6016,4.0
101757,68157,4.5
101757,7254,5.0
101768,2085,4.5
101768,377,3.5
101768,5349,4.0
101768,590,3.0
101768,6377,3.5
101768,8368,3.5
101768,8636,4.0
101769,300,4.0
101769,608,3.0
101769,733,3.0
101775,1148,4.5
101775,1162,4.0
101775,1552,4.0
101775,1950,4.5
101775,235,4.0
101775,2412,1.5
101775,2803,3.0
101775,2944,4.0
101775,3504,4.5
101775,3897,4.0
101775,608,4.5
101775,736,2.0
101775,908,4.5
101775,912,5.0
101778,1036,4.0
101778,111,4.0
101778,1127,3.0
101778,1265,4.0
101778,1270,5.0
101778,1625,3.0
101778,1882,3.5
101778,2701,1.0
101778,50872,3.5
101778,5349,3.5
101778,55290,3.0
101778,60069,4.5
101778,608,4.5
101778,68954,3.5
101778,69481,3.0
101778,736,3.0
101778,799,3.5
101778,8368,3.0
101778,8636,3.5
101785,1036,4.5
101785,2953,3.5
101785,5349,4.0
101786,1517,2.5
101786,2081,4.0
101786,3785,1.0
101786,45447,4.0
101786,53125,3.0
101786,5349,3.0
101786,56949,2.5
101786,7254,3.5
101786,7293,3.0
101786,79132,5.0
101823,1127,3.0
101823,1265,3.5
101823,2081,2.5
101823,2355,4.0
101823,252,2.5
101823,2916,2.0
101823,3253,4.0
101823,377,2.5
101823,5349,3.0
101823,5418,4.5
101823,7254,4.0
101823,733,3.0
101823,736,1.5
101823,8368,2.5
101823,8636,3.5
101829,1265,4.5
101829,2231,4.0
101829,2355,3.0
101829,49272,3.5
101829,50872,4.0
101829,5418,4.0
101829,56174,3.5
101829,60069,4.0
101829,68954,3.5
101829,6953,4.0
101829,8368,3.5
10183,165,3.0
10183,204,3.0
10183,21,5.0
10183,294,3.0
10183,300,4.0
10183,303,4.0
10183,377,3.0
10183,42,3.0
10183,539,3.0
10183,608,5.0
10183,65,2.0
10183,736,3.0
10183,880,3.0
101835,308,2.0
101835,3174,3.0
101835,377,5.0
101835,507,5.0
101835,888,2.0
101840,1036,3.5
101840,106696,4.5
101840,1096,3.5
101840,1464,3.0
101840,1466,4.0
101840,2081,4.5
101840,2231,3.0
101840,2572,3.0
101840,26,2.5
101840,30793,2.5
101840,33166,2.5
101840,3489,3.0
101840,35836,3.0
101840,3897,3.5
101840,45447,2.5
101840,47099,2.5
101840,5349,3.5
101840,5364,3.0
101840,539,3.0
101840,55280,3.0
101840,56174,2.5
101840,5673,3.0
101840,59315,3.5
101840,60069,4.0
101840,6016,4.5
101840,608,4.5
101840,6942,4.0
101840,69481,3.5
101840,7293,2.5
101840,736,3.0
101840,8368,3.0
101840,8636,3.5
101840,8948,2.5
101840,912,4.0
101840,94780,2.0
101840,96588,2.5
101840,96728,4.0
101860,1204,5.0
101860,2085,4.5
101860,3062,5.0
101860,6377,4.0
101860,7177,4.0
101895,1127,4.0
101895,1148,5.0
101895,1185,4.0
101895,1186,4.0
101895,1233,3.0
101895,1304,2.0
101895,1614,4.0
101895,1734,4.0
101895,1748,5.0
101895,1889,3.0
101895,2046,3.0
101895,2076,3.0
101895,2136,4.0
101895,2355,4.0
101895,2413,3.0
101895,2447,3.0
101895,2725,5.0
101895,2788,3.0
101895,2916,4.0
101895,2953,2.0
101895,3253,3.0
101895,3307,4.0
101895,3308,2.5
101895,3370,4.0
101895,3489,2.0
101895,3703,3.0
101895,377,3.0
101895,3785,3.0
101895,3851,4.0
101895,4214,2.0
101895,4270,3.0
101895,4443,4.0
101895,4501,4.0
101895,4671,5.0
101895,481,5.0
101895,539,3.0
101895,5439,2.0
101895,5673,4.5
101895,5784,3.0
101895,6294,3.0
101895,6377,5.0
101895,6979,3.5
101895,7261,3.0
101895,7293,3.5
101895,733,3.0
101895,736,3.0
101895,7362,3.5
101895,7410,3.0
101895,7619,4.0
101895,8368,4.0
101895,8636,4.5
101895,8998,3.0
101922,1036,3.5
101922,104243,3.5
101922,111364,3.5
101922,112623,3.0
101922,1270,4.0
101922,132796,3.0
101922,134170,3.0
101922,1517,3.0
101922,165,3.0
101922,1729,3.0
101922,1748,3.0
101922,2701,3.0
101922,2723,3.0
101922,27728,3.0
101922,2916,3.5
101922,3032,3.0
101922,30793,2.0
101922,33166,3.5
101922,33493,2.5
101922,35836,4.0
101922,377,3.0
101922,3785,3.0
101922,3802,3.0
101922,3863,3.0
101922,405,2.5
101922,4270,3.0
101922,43560,3.0
101922,45950,3.0
101922,4701,3.0
101922,48943,2.5
101922,50872,3.0
101922,5313,2.5
101922,5478,3.0
101922,55267,3.5
101922,56174,3.0
101922,56251,3.0
101922,58559,3.5
101922,59315,3.5
101922,62049,3.5
101922,63433,3.5
101922,65,3.0
101922,67197,2.5
101922,68157,2.0
101922,70293,3.0
101922,7293,3.0
101922,73268,3.0
101922,74750,3.0
101922,8368,3.0
101922,8636,3.0
101922,93855,3.5
101922,96588,3.5
101922,97923,3.5
101932,1036,5.0
101932,1148,3.0
101932,1552,4.0
101932,377,4.0
101932,5349,4.0
101932,5418,3.0
101932,6942,3.0
101932,8368,4.0
101948,68135,3.5
101948,69481,3.0
10197,1204,5.0
10197,1233,3.0
10197,2231,5.0
10197,2355,4.0
10197,750,2.0
10197,912,5.0
101971,1201,4.5
101971,2046,4.0
101971,3703,3.0
101976,106766,3.5
101976,2076,4.5
101976,6016,3.5
101978,294,3.0
101978,300,3.0
101978,590,3.0
101981,1077,5.0
101981,1185,3.0
101981,1186,5.0
101981,1204,5.0
101981,1220,3.0
101981,1265,5.0
101981,1270,4.0
101981,1276,4.0
101981,1304,5.0
101981,300,5.0
101981,377,3.0
101981,461,3.0
101981,539,3.0
101981,556,3.0
101981,581,5.0
101981,590,3.0
101981,608,3.0
101981,736,4.0
101981,910,5.0
101981,912,5.0
101985,1614,2.0
101985,2355,4.0
101985,3174,4.0
101985,3253,3.0
101985,543,4.0
10199,106696,3.0
10199,50872,3.5
10199,68954,4.5
10199,6942,4.0
102003,1270,4.0
102003,4701,4.5
102003,49272,3.5
102003,50872,4.0
102003,5349,4.5
102003,58559,4.0
102003,59615,3.0
102003,64997,2.5
102003,6721,5.0
102009,1036,3.0
102009,1077,4.0
102009,1273,3.5
102009,1283,4.5
102009,1464,5.0
102009,154,4.0
102009,165,2.0
102009,1729,2.5
102009,1953,3.0
102009,2212,4.0
102009,26318,3.0
102009,30701,5.0
102009,308,4.5
102009,30812,2.5
102009,3503,3.0
102009,3504,5.0
102009,48783,3.0
102009,4928,3.5
102009,608,4.5
102009,6377,4.0
102009,6666,4.0
102009,680,3.0
102009,6987,5.0
102009,7243,5.0
102009,7371,2.5
102009,7941,4.5
102009,8602,4.5
102009,912,4.0
102021,1036,3.5
102021,105,3.0
102021,1077,3.0
102021,1127,3.5
102021,1186,3.0
102021,1201,4.0
102021,1204,3.5
102021,1283,3.5
102021,1385,3.5
102021,1466,3.0
102021,1587,3.5
102021,1619,3.0
102021,165,3.0
102021,1687,3.0
102021,1792,3.0
102021,1889,3.0
102021,1953,3.0
102021,204,3.0
102021,2046,3.0
102021,2136,3.0
102021,2140,3.0
102021,2147,2.0
102021,2167,3.0
102021,2355,2.5
102021,2402,3.0
102021,2408,2.5
102021,2410,2.5
102021,2496,3.0
102021,252,2.5
102021,2524,3.5
102021,25999,3.0
102021,2729,3.5
102021,2944,3.5
102021,3011,3.0
102021,3032,3.0
102021,30812,3.0
102021,3308,3.0
102021,33166,2.5
102021,33493,2.5
102021,3430,3.0
102021,3489,3.0
102021,3503,3.0
102021,3635,3.0
102021,36535,2.5
102021,3703,3.5
102021,3802,2.0
102021,3834,2.5
102021,3897,2.5
102021,3926,3.0
102021,3953,2.0
102021,4184,3.0
102021,4214,2.5
102021,4270,2.5
102021,43560,2.5
102021,43635,3.0
102021,4443,3.0
102021,4448,2.5
102021,4479,3.5
102021,4496,2.5
102021,45447,3.0
102021,45517,3.0
102021,45950,3.5
102021,4609,3.0
102021,4795,3.0
102021,5054,3.0
102021,50872,3.0
102021,5101,3.0
102021,52328,2.5
102021,53123,3.0
102021,539,3.5
102021,5418,3.0
102021,55290,3.0
102021,58559,3.0
102021,590,3.5
102021,608,4.0
102021,6220,3.0
102021,6377,2.5
102021,6482,3.0
102021,64997,2.5
102021,6617,3.0
102021,67197,2.5
102021,6797,3.0
102021,68659,2.5
102021,69481,3.0
102021,6979,3.5
102021,70533,2.5
102021,72701,2.5
102021,7318,3.0
102021,73268,2.5
102021,736,3.0
102021,7386,3.5
102021,750,4.0
102021,7619,3.5
102021,82202,2.5
102021,8331,3.0
102021,842,3.0
102021,8529,3.0
102021,8636,3.5
102021,880,2.5
102021,90345,3.0
102021,912,3.5
102021,91653,2.5
102023,1207,4.5
102023,2167,4.5
102023,6377,5.0
102023,79132,5.0
102023,8368,4.5
10206,1060,3.0
10206,1127,4.0
10206,1231,4.0
10206,1265,5.0
10206,1466,3.0
10206,1545,4.0
10206,3897,4.0
10206,608,5.0
102066,111,5.0
102066,1265,4.0
102066,1552,5.0
102066,1625,5.0
102066,1792,5.0
102066,21,5.0
102066,377,4.0
102066,733,5.0
102066,736,5.0
102068,2366,5.0
102068,33493,4.5
102068,481,5.0
102068,590,3.5
102084,1201,5.0
102084,1276,3.5
102084,1466,3.5
102084,3764,3.5
102084,4448,3.5
102084,4531,3.0
102084,5418,4.0
102084,60069,3.5
102084,6893,4.5
102084,69481,3.0
102084,7362,1.0
102086,60069,5.0
102101,105,4.0
102101,1060,4.0
102101,106918,3.5
102101,111,3.0
102101,1127,4.0
102101,1204,4.0
102101,1207,2.0
102101,1220,3.0
102101,1265,4.5
102101,1466,4.0
102101,1517,3.5
102101,166528,4.5
102101,1729,3.0
102101,1748,3.0
102101,189333,4.0
102101,1953,4.0
102101,2165,4.0
102101,2231,3.0
102101,2366,3.0
102101,264,4.0
102101,303,3.0
102101,30793,3.0
102101,30812,4.5
102101,3083,4.0
102101,33166,4.5
102101,33493,4.5
102101,33880,3.5
102101,34336,2.5
102101,3489,2.5
102101,3556,4.0
102101,3685,4.0
102101,3706,4.0
102101,377,4.0
102101,3897,4.5
102101,4448,3.0
102101,45447,3.5
102101,45517,3.5
102101,50912,3.0
102101,5151,2.5
102101,5349,4.5
102101,5530,2.5
102101,5617,4.0
102101,5633,3.5
102101,5688,3.5
102101,590,4.0
102101,59615,3.5
102101,6016,4.0
102101,6197,4.0
102101,645,4.0
102101,6617,4.0
102101,68157,4.5
102101,6879,3.5
102101,7137,3.5
102101,7354,3.0
102101,736,2.0
102101,7371,4.0
102101,8128,3.0
102101,81819,4.0
102101,8368,3.5
102101,8529,3.5
102101,91325,4.0
102109,1060,4.0
102109,1619,2.0
102109,1625,4.0
102109,2231,3.5
102109,316,2.5
102109,3342,2.5
102109,3698,3.0
102109,3897,4.0
102109,4214,3.5
102109,5418,3.0
102109,5673,4.5
102109,590,4.0
102109,65,2.0
102116,105593,5.0
102116,1066,2.5
102116,113862,0.5
102116,1201,2.0
102116,1220,5.0
102116,1233,1.5
102116,1348,4.0
102116,1650,4.5
102116,2064,5.0
102116,2186,4.0
102116,2212,3.5
102116,2540,2.0
102116,3629,3.5
102116,4278,5.0
102116,6294,1.0
102116,7190,4.5
102116,750,2.5
102116,83976,5.0
102116,8731,5.0
102116,908,4.5
102120,1148,5.0
102120,1207,5.0
102120,1265,5.0
102120,1304,4.0
102120,1950,4.5
102120,300,4.5
102120,3307,5.0
102120,4178,4.5
102120,590,4.0
102120,6377,4.0
102120,908,5.0
102168,1748,5.0
102168,608,5.0
102168,6377,3.5
102176,1036,4.0
102176,111,4.0
102176,1113,3.0
102176,1127,5.0
102176,1148,5.0
102176,1220,3.0
102176,1265,4.0
102176,1270,5.0
102176,1283,3.0
102176,1304,5.0
102176,235,2.0
102176,252,3.0
102176,300,3.0
102176,303,3.0
102176,377,3.0
102176,42,2.0
102176,481,3.0
102176,536,3.0
102176,543,3.0
102176,590,3.0
102176,750,3.0
102176,880,2.0
102176,908,3.0
102176,910,4.0
102184,1036,4.0
102184,1148,4.0
102184,1185,4.0
102184,1186,5.0
102184,1265,3.0
102184,1270,4.0
102184,2167,2.0
102184,2357,4.0
102184,2788,5.0
102184,2916,3.0
102184,3253,3.0
102184,3301,3.0
102184,3556,4.0
102184,377,4.0
102184,908,4.0
102184,910,3.0
102184,912,4.0
102201,105,5.0
102201,165,3.0
102201,252,5.0
102201,316,4.0
102214,1587,1.0
102214,78637,4.0
102218,608,4.5
10222,1060,4.0
10222,1185,5.0
10222,1224,5.0
10222,1265,4.0
10222,2355,4.0
10222,4017,5.0
10222,608,5.0
102239,1186,4.5
102239,1283,5.0
102239,1304,5.0
102239,1888,4.0
102239,1917,4.0
102239,2064,4.0
102239,26375,4.5
102239,2944,4.5
102239,3253,4.5
102239,33166,4.5
102239,3430,4.5
102239,3785,4.5
102239,42,4.5
102239,539,4.5
102239,5418,4.5
102239,5568,4.0
102239,65,2.0
102239,7354,4.0
102239,736,4.0
102243,1265,4.0
102243,1270,4.5
102243,1625,4.0
102243,2355,4.0
102243,377,3.0
102243,3897,4.0
102243,5418,4.0
102243,6377,4.0
102243,79132,5.0
102279,1066,3.0
102279,1270,4.0
102279,1888,5.0
102279,2496,2.0
102279,377,4.0
102279,736,4.0
102279,934,3.0
102287,105,0.5
102287,2289,4.0
102287,590,3.0
102296,1009,4.0
102296,1201,5.0
102296,1265,4.0
102296,1270,4.0
102296,1304,4.0
102296,2492,3.0
102296,2572,4.0
102302,316,5.0
102302,377,3.0
102302,539,3.0
102302,590,5.0
102329,235,3.0
102329,2574,3.0
10235,1556,4.0
10235,165,5.0
10235,300,4.0
10235,377,5.0
10235,445,5.0
10235,736,5.0
102363,165,4.0
102363,21,4.0
102363,300,5.0
102363,377,4.0
102363,405,3.0
102363,590,4.0
102363,736,4.0
102396,105,2.0
102396,1148,3.0
102396,1162,4.0
102396,1220,3.0
102396,1270,2.0
102396,1625,3.0
102396,165,2.0
102396,1719,4.0
102396,2021,4.0
102396,2081,3.0
102396,21,3.0
102396,2183,4.0
102396,2240,4.0
102396,2355,3.0
102396,2413,1.0
102396,2447,2.0
102396,2611,5.0
102396,2702,4.0
102396,2727,5.0
102396,2788,4.0
102396,2865,1.0
102396,294,4.0
102396,300,3.0
102396,3022,5.0
102396,308,3.0
102396,3093,5.0
102396,3181,3.0
102396,3253,4.0
102396,3308,4.0
102396,3320,4.0
102396,3342,2.0
102396,3489,2.0
102396,377,4.0
102396,3863,2.0
102396,4117,4.0
102396,418,1.0
102396,42,3.0
102396,476,4.0
102396,481,1.0
102396,507,3.0
102396,580,3.0
102396,602,4.0
102396,608,4.0
102396,750,4.0
102396,912,3.0
102401,1207,4.0
102401,1348,4.0
102401,2176,4.5
102401,53125,4.0
102401,539,2.5
102401,5418,3.0
102401,58559,2.5
102401,64114,3.0
102401,68135,4.0
102401,6942,5.0
102401,6987,4.5
102401,736,3.5
102401,79132,4.5
102401,8368,4.5
102401,8636,4.5
102401,87222,3.0
102408,316,3.5
102408,35836,4.0
102408,49272,5.0
102408,5349,3.5
102408,56174,4.0
102408,58559,4.0
102408,59022,3.0
102408,68157,3.5
102408,7254,3.5
102408,79132,2.5
102408,8368,4.5
102451,3698,3.5
102451,58559,4.0
102451,765,2.0
102477,1270,3.0
102477,2186,4.0
102477,4612,5.0
102477,5603,4.0
102477,912,4.0
102507,1270,4.0
102507,55290,4.0
102507,590,4.5
102507,6377,4.0
102510,1517,5.0
102510,2140,4.0
102510,3253,5.0
102510,3785,3.0
102510,912,5.0
102511,1270,5.0
102511,3991,2.0
102511,53123,3.5
102515,154,4.0
102515,1748,3.0
102515,1950,4.0
102515,2554,3.0
102515,2727,3.0
102515,2729,5.0
102515,2780,3.0
102515,3011,4.0
102515,908,5.0
102553,300,3.0
102553,590,3.0
102590,1060,1.5
102590,1185,3.0
102590,1265,3.5
102590,1270,3.0
102590,1283,4.0
102590,1304,0.5
102590,1348,3.0
102590,1614,0.5
102590,1625,4.0
102590,2081,2.5
102590,2085,2.0
102590,2212,1.5
102590,2366,2.5
102590,2421,1.0
102590,25773,2.5
102590,25930,3.5
102590,26,1.5
102590,2788,2.5
102590,32179,2.5
102590,3504,2.5
102590,3629,2.5
102590,45517,0.5
102590,55999,1.5
102590,58559,4.5
102590,6067,1.5
102590,608,0.5
102590,6187,1.5
102590,67197,1.5
102590,68954,2.0
102590,7318,5.0
102590,733,1.5
102590,8879,2.5
102590,908,4.0
102590,912,5.0
102614,1036,4.5
102614,111,5.0
102614,112623,4.5
102614,1127,4.0
102614,113862,4.5
102614,122924,3.5
102614,134368,4.0
102614,155392,4.0
102614,166534,4.0
102614,174055,4.5
102614,175655,3.5
102614,183897,4.5
102614,187541,5.0
102614,189333,4.5
102614,1950,4.5
102614,2421,3.0
102614,30812,4.5
102614,3556,3.5
102614,35836,4.0
102614,377,4.0
102614,4214,4.0
102614,45447,3.0
102614,49272,4.5
102614,5349,4.0
102614,539,4.0
102614,55280,5.0
102614,5617,5.0
102614,5673,4.0
102614,58559,5.0
102614,590,5.0
